flight_sk,flight_id,airline_key,route_key,departure_date_key,departure_ts,arrival_ts,duration_minutes,is_overnight,is_red_eye,departure_hour,was_corrected,correction_reason
487,AI216,1,7,20260420,2026-04-20 01:10:41.703,2026-04-20 02:34:41.703,84.0,False,True,1,False,
488,AI217,1,11,20260420,2026-04-20 04:57:41.703,2026-04-20 07:14:41.703,137.0,False,True,4,False,
489,AI218,1,7,20260418,2026-04-18 08:55:41.703,2026-04-18 11:55:41.703,180.0,False,False,8,False,
490,AI219,4,3,20260419,2026-04-19 09:28:41.703,2026-04-19 11:27:41.703,119.0,False,False,9,False,
491,AI220,1,8,20260420,2026-04-20 20:19:41.703,2026-04-20 21:57:41.703,98.0,False,False,20,False,
492,AI221,1,30,20260420,2026-04-20 16:18:41.703,2026-04-20 18:54:41.703,156.0,False,False,16,False,
493,AI222,4,8,20260420,2026-04-20 12:10:41.703,2026-04-20 13:14:41.703,64.0,False,False,12,False,
494,AI223,1,7,20260417,2026-04-17 12:53:41.703,2026-04-17 14:42:41.703,109.0,False,False,12,False,
495,AI224,1,19,20260419,2026-04-19 16:51:41.703,2026-04-19 21:36:41.703,285.0,False,False,16,False,
496,AI225,1,6,20260419,2026-04-19 15:05:41.703,2026-04-19 16:01:41.703,56.0,False,False,15,False,
497,AI226,4,4,20260420,2026-04-20 01:19:41.703,2026-04-20 04:08:41.703,169.0,False,True,1,False,
498,AI227,1,5,20260420,2026-04-20 04:31:41.703,2026-04-20 08:17:41.703,226.0,False,True,4,False,
499,AI228,1,1,20260418,2026-04-18 13:16:41.703,2026-04-18 17:44:41.703,268.0,False,False,13,False,
500,AI229,1,25,20260417,2026-04-17 16:48:41.703,2026-04-17 18:40:41.703,112.0,False,False,16,False,
501,AI230,4,11,20260417,2026-04-17 20:37:41.704,2026-04-18 00:22:41.704,225.0,True,False,20,False,
502,AI231,1,19,20260417,2026-04-17 21:52:41.704,2026-04-17 23:51:41.704,119.0,False,False,21,False,
503,AI232,1,16,20260418,2026-04-18 06:43:41.704,2026-04-18 10:13:41.704,210.0,False,False,6,False,
504,AI233,1,1,20260420,2026-04-20 08:04:41.704,2026-04-20 09:52:41.704,108.0,False,False,8,False,
505,AI234,1,10,20260419,2026-04-19 23:50:41.704,2026-04-20 01:34:41.704,104.0,True,True,23,False,
506,AI235,1,4,20260419,2026-04-19 22:45:41.704,2026-04-20 02:12:41.704,207.0,True,True,22,False,
507,AI236,1,17,20260419,2026-04-19 04:52:41.704,2026-04-19 09:11:41.704,259.0,False,True,4,False,
508,AI237,1,7,20260419,2026-04-19 19:58:41.704,2026-04-19 23:13:41.704,195.0,False,False,19,False,
509,AI238,1,15,20260418,2026-04-18 19:25:41.704,2026-04-19 00:07:41.704,282.0,True,False,19,False,
510,AI239,1,9,20260417,2026-04-17 14:33:41.704,2026-04-17 17:47:41.704,194.0,False,False,14,False,
511,AI240,1,29,20260420,2026-04-20 10:19:41.704,2026-04-20 12:46:41.704,147.0,False,False,10,False,
512,AI241,1,21,20260419,2026-04-19 20:11:41.704,2026-04-19 22:18:41.704,127.0,False,False,20,False,
513,AI242,4,2,20260420,2026-04-20 16:41:41.704,2026-04-20 17:43:41.704,62.0,False,False,16,False,
514,AI243,4,1,20260419,2026-04-19 02:50:41.704,2026-04-19 05:09:41.704,139.0,False,True,2,False,
515,AI244,1,1,20260418,2026-04-18 02:50:41.704,2026-04-18 03:25:41.704,35.0,False,True,2,False,
516,AI245,1,7,20260420,2026-04-20 23:07:41.704,2026-04-21 01:43:41.704,156.0,True,True,23,False,
517,AI246,1,6,20260420,2026-04-20 03:22:41.704,2026-04-20 06:41:41.704,199.0,False,True,3,False,
518,AI247,1,7,20260418,2026-04-18 15:58:41.704,2026-04-18 19:02:41.704,184.0,False,False,15,False,
519,AI248,1,13,20260419,2026-04-19 15:17:41.704,2026-04-19 16:35:41.704,78.0,False,False,15,False,
520,AI249,1,4,20260419,2026-04-19 03:38:41.704,2026-04-19 06:27:41.704,169.0,False,True,3,False,
521,AI250,4,7,20260418,2026-04-18 20:48:41.704,2026-04-19 00:12:41.704,204.0,True,False,20,False,
522,AI251,1,29,20260418,2026-04-18 22:40:41.704,2026-04-18 23:24:41.704,44.0,False,True,22,False,
523,AI252,4,24,20260419,2026-04-19 17:30:41.704,2026-04-19 21:54:41.704,264.0,False,False,17,False,
524,AI253,1,1,20260418,2026-04-18 16:13:41.704,2026-04-18 19:51:41.704,218.0,False,False,16,False,
525,AI254,1,14,20260419,2026-04-19 04:46:41.704,2026-04-19 08:06:41.704,200.0,False,True,4,False,
526,AI255,1,28,20260419,2026-04-19 08:45:41.704,2026-04-19 13:12:41.704,267.0,False,False,8,False,
527,SJ001,3,10,20260420,2026-04-20 20:28:41.700,2026-04-21 01:15:41.700,287.0,True,False,20,False,
528,SJ002,3,17,20260420,2026-04-20 07:54:41.701,2026-04-20 12:40:41.701,286.0,False,False,7,False,
529,SJ003,3,28,20260420,2026-04-20 19:50:41.701,2026-04-20 20:32:41.701,42.0,False,False,19,False,
530,SJ004,3,29,20260419,2026-04-19 17:52:41.701,2026-04-19 21:01:41.701,189.0,False,False,17,False,
531,SJ005,3,20,20260417,2026-04-17 16:03:41.701,2026-04-17 17:24:41.701,81.0,False,False,16,False,
532,SJ006,3,21,20260419,2026-04-19 08:25:41.701,2026-04-19 08:57:41.701,32.0,False,False,8,False,
533,SJ007,3,7,20260420,2026-04-20 10:03:41.701,2026-04-20 14:53:41.701,290.0,False,False,10,False,
534,SJ008,3,21,20260418,2026-04-18 10:53:41.701,2026-04-18 15:48:41.701,295.0,False,False,10,False,
535,SJ009,3,11,20260418,2026-04-18 02:48:41.701,2026-04-18 04:23:41.701,95.0,False,True,2,False,
536,SJ010,3,15,20260420,2026-04-20 23:38:41.701,2026-04-21 02:32:41.701,174.0,True,True,23,False,
537,SJ011,3,10,20260419,2026-04-19 05:14:41.701,2026-04-19 09:59:41.701,285.0,False,False,5,False,
538,SJ012,3,21,20260419,2026-04-19 15:01:41.701,2026-04-19 16:12:41.701,71.0,False,False,15,False,
539,SJ013,3,20,20260419,2026-04-19 15:25:41.701,2026-04-19 19:54:41.701,269.0,False,False,15,False,
540,SJ014,3,9,20260419,2026-04-19 05:40:41.701,2026-04-19 06:39:41.701,59.0,False,False,5,False,
541,SJ015,3,7,20260419,2026-04-19 21:40:41.701,2026-04-19 22:52:41.701,72.0,False,False,21,False,
542,SJ016,3,23,20260419,2026-04-19 13:01:41.701,2026-04-19 16:26:41.701,205.0,False,False,13,False,
543,SJ017,3,20,20260420,2026-04-20 02:57:41.701,2026-04-20 05:00:41.701,123.0,False,True,2,False,
544,SJ018,3,7,20260420,2026-04-20 10:58:41.701,2026-04-20 13:31:41.701,153.0,False,False,10,False,
545,SJ019,3,3,20260417,2026-04-17 13:07:41.701,2026-04-17 15:56:41.701,169.0,False,False,13,False,
546,SJ020,3,1,20260419,2026-04-19 22:18:41.701,2026-04-20 02:27:41.701,249.0,True,True,22,False,
547,SJ021,3,21,20260419,2026-04-19 05:48:41.701,2026-04-19 09:46:41.701,238.0,False,False,5,False,
548,SJ022,3,16,20260420,2026-04-20 07:56:41.701,2026-04-20 11:07:41.701,191.0,False,False,7,False,
549,SJ023,3,25,20260420,2026-04-20 17:27:41.701,2026-04-20 19:09:41.701,102.0,False,False,17,False,
550,SJ024,3,20,20260418,2026-04-18 16:29:41.701,2026-04-18 20:21:41.701,232.0,False,False,16,False,
551,SJ025,3,7,20260420,2026-04-20 12:02:41.701,2026-04-20 15:29:41.701,207.0,False,False,12,False,
552,SJ026,3,15,20260419,2026-04-19 05:22:41.701,2026-04-19 09:40:41.701,258.0,False,False,5,False,
553,SJ027,4,10,20260419,2026-04-19 12:50:41.701,2026-04-19 17:13:41.701,263.0,False,False,12,False,
554,SJ028,3,12,20260419,2026-04-19 15:04:41.701,2026-04-19 19:32:41.701,268.0,False,False,15,False,
555,SJ029,4,24,20260419,2026-04-19 22:55:41.701,2026-04-20 00:22:41.701,87.0,True,True,22,False,
556,SJ030,3,19,20260420,2026-04-20 02:36:41.701,2026-04-20 03:19:41.701,43.0,False,True,2,False,
557,SJ031,3,17,20260417,2026-04-17 21:20:41.701,2026-04-17 22:29:41.701,69.0,False,False,21,False,
558,SJ032,3,27,20260419,2026-04-19 02:11:41.701,2026-04-19 04:33:41.701,142.0,False,True,2,False,
559,SJ033,3,24,20260417,2026-04-17 17:26:41.701,2026-04-17 18:51:41.701,85.0,False,False,17,False,
560,SJ034,3,27,20260420,2026-04-20 15:20:41.701,2026-04-20 20:11:41.701,291.0,False,False,15,False,
561,SJ035,3,13,20260417,2026-04-17 20:15:41.701,2026-04-17 21:15:42.000,60.0,False,False,20,False,
562,SJ036,3,19,20260419,2026-04-19 20:24:41.701,2026-04-19 23:54:41.701,210.0,False,False,20,False,
563,SJ037,3,1,20260417,2026-04-17 19:14:41.701,2026-04-17 22:31:41.701,197.0,False,False,19,False,
564,SJ038,3,3,20260419,2026-04-19 14:57:41.701,2026-04-19 17:46:41.701,169.0,False,False,14,False,
565,SJ039,3,27,20260419,2026-04-19 08:41:41.701,2026-04-19 12:08:41.701,207.0,False,False,8,False,
566,SJ040,3,7,20260419,2026-04-19 13:12:41.701,2026-04-19 16:44:41.701,212.0,False,False,13,False,
567,SJ041,3,14,20260417,2026-04-17 18:24:41.701,2026-04-17 22:59:41.701,275.0,False,False,18,False,
568,SJ042,3,23,20260418,2026-04-18 22:38:41.701,2026-04-19 02:20:41.701,222.0,True,True,22,False,
569,SJ043,4,29,20260420,2026-04-20 18:59:41.701,2026-04-20 21:08:41.701,129.0,False,False,18,False,
570,SJ044,3,18,20260420,2026-04-20 15:06:41.701,2026-04-20 17:43:41.701,157.0,False,False,15,False,
571,SJ045,3,20,20260419,2026-04-19 04:16:41.701,2026-04-19 09:03:41.701,287.0,False,True,4,False,
572,SJ046,3,10,20260418,2026-04-18 22:01:41.701,2026-04-19 01:25:41.701,204.0,True,True,22,False,
573,SJ047,3,22,20260420,2026-04-20 20:44:41.701,2026-04-20 21:21:41.701,37.0,False,False,20,False,
574,SJ048,3,26,20260419,2026-04-19 22:43:41.701,2026-04-20 00:19:41.701,96.0,True,True,22,False,
575,SJ049,3,13,20260420,2026-04-20 20:26:41.701,2026-04-21 00:26:41.701,240.0,True,False,20,False,
576,SJ050,3,23,20260419,2026-04-19 11:24:41.701,2026-04-19 12:03:41.701,39.0,False,False,11,False,
577,SJ051,4,6,20260419,2026-04-19 08:40:41.701,2026-04-19 12:18:41.701,218.0,False,False,8,False,
578,SJ052,3,26,20260420,2026-04-20 08:20:41.701,2026-04-20 09:57:41.701,97.0,False,False,8,False,
579,SJ053,3,13,20260419,2026-04-19 05:00:41.701,2026-04-19 06:38:41.701,98.0,False,False,5,False,
580,SJ054,3,26,20260418,2026-04-18 18:13:41.701,2026-04-18 22:46:41.701,273.0,False,False,18,False,
581,SJ055,3,25,20260417,2026-04-17 14:17:41.701,2026-04-17 17:56:41.701,219.0,False,False,14,False,
582,SJ056,3,24,20260418,2026-04-18 06:11:41.701,2026-04-18 07:10:41.701,59.0,False,False,6,False,
583,SJ057,3,7,20260420,2026-04-20 02:17:41.701,2026-04-20 05:29:41.701,192.0,False,True,2,False,
584,SJ058,3,19,20260418,2026-04-18 08:58:41.701,2026-04-18 13:14:41.701,256.0,False,False,8,False,
585,SJ059,3,13,20260418,2026-04-18 02:50:41.701,2026-04-18 04:06:41.701,76.0,False,True,2,False,
586,SJ060,3,23,20260418,2026-04-18 08:51:41.701,2026-04-18 13:46:41.701,295.0,False,False,8,False,
587,SJ061,3,26,20260420,2026-04-20 06:38:41.701,2026-04-20 09:35:41.701,177.0,False,False,6,False,
588,SJ062,3,4,20260419,2026-04-19 13:37:41.701,2026-04-19 17:06:41.701,209.0,False,False,13,False,
589,SJ063,3,27,20260419,2026-04-19 13:38:41.701,2026-04-19 15:23:41.701,105.0,False,False,13,False,
590,SJ064,3,13,20260419,2026-04-19 06:29:41.701,2026-04-19 08:43:41.701,134.0,False,False,6,False,
591,SJ065,3,26,20260418,2026-04-18 04:10:41.701,2026-04-18 06:54:41.701,164.0,False,True,4,False,
592,SJ066,3,23,20260418,2026-04-18 17:47:41.701,2026-04-18 19:03:41.701,76.0,False,False,17,False,
593,SJ067,3,26,20260419,2026-04-19 07:17:41.701,2026-04-19 08:16:41.701,59.0,False,False,7,False,
594,SJ068,3,1,20260420,2026-04-20 16:44:41.701,2026-04-20 18:48:41.701,124.0,False,False,16,False,
595,SJ069,3,21,20260417,2026-04-17 12:53:41.701,2026-04-17 14:17:41.701,84.0,False,False,12,False,
596,SJ070,3,28,20260419,2026-04-19 18:55:41.701,2026-04-19 20:48:41.701,113.0,False,False,18,False,
597,SJ071,3,15,20260418,2026-04-18 17:43:41.701,2026-04-18 19:32:41.701,109.0,False,False,17,False,
598,SJ072,3,19,20260419,2026-04-19 01:18:41.701,2026-04-19 04:08:41.701,170.0,False,True,1,False,
599,SJ073,3,11,20260419,2026-04-19 09:26:41.701,2026-04-19 11:14:41.701,108.0,False,False,9,False,
600,SJ074,3,18,20260420,2026-04-20 11:21:41.701,2026-04-20 12:02:41.701,41.0,False,False,11,False,
601,SJ075,3,26,20260420,2026-04-20 09:26:41.701,2026-04-20 11:03:41.701,97.0,False,False,9,False,
602,SJ076,3,20,20260419,2026-04-19 23:01:41.701,2026-04-20 02:02:41.701,181.0,True,True,23,False,
603,SJ077,3,5,20260417,2026-04-17 17:32:41.701,2026-04-17 19:40:41.701,128.0,False,False,17,False,
604,SJ078,3,19,20260420,2026-04-20 09:41:41.701,2026-04-20 12:49:41.701,188.0,False,False,9,False,
605,SJ079,3,24,20260419,2026-04-19 01:58:41.702,2026-04-19 05:02:41.702,184.0,False,True,1,False,
606,SJ080,3,15,20260417,2026-04-17 16:04:41.702,2026-04-17 17:59:41.702,115.0,False,False,16,False,
607,SJ081,3,6,20260420,2026-04-20 17:04:41.702,2026-04-20 18:53:41.702,109.0,False,False,17,False,
608,SJ082,3,8,20260419,2026-04-19 01:54:41.702,2026-04-19 02:33:41.702,39.0,False,True,1,False,
609,SJ083,3,26,20260420,2026-04-20 05:13:41.702,2026-04-20 08:17:41.702,184.0,False,False,5,False,
610,SJ084,3,25,20260419,2026-04-19 18:31:41.702,2026-04-19 19:30:41.702,59.0,False,False,18,False,
611,SJ085,3,5,20260420,2026-04-20 14:41:41.702,2026-04-20 19:11:41.702,270.0,False,False,14,False,
612,SJ086,3,13,20260419,2026-04-19 00:32:41.702,2026-04-19 04:17:41.702,225.0,False,True,0,False,
613,SJ087,3,8,20260418,2026-04-18 14:20:41.702,2026-04-18 19:09:41.702,289.0,False,False,14,False,
614,SJ088,3,15,20260420,2026-04-20 13:54:41.702,2026-04-20 14:26:41.702,32.0,False,False,13,False,
615,SJ089,3,23,20260420,2026-04-20 12:42:41.702,2026-04-20 17:15:41.702,273.0,False,False,12,False,
616,SJ090,3,25,20260418,2026-04-18 10:24:41.702,2026-04-18 13:11:41.702,167.0,False,False,10,False,
617,SJ091,3,2,20260418,2026-04-18 23:10:41.702,2026-04-19 00:47:41.702,97.0,True,True,23,False,
618,SJ092,3,5,20260417,2026-04-17 13:19:41.702,2026-04-17 17:56:41.702,277.0,False,False,13,False,
619,SJ093,3,1,20260420,2026-04-20 21:55:41.702,2026-04-20 23:01:41.702,66.0,False,False,21,False,
620,SJ094,3,30,20260418,2026-04-18 03:23:41.702,2026-04-18 08:07:41.702,284.0,False,True,3,False,
621,SJ095,3,20,20260417,2026-04-17 20:09:41.702,2026-04-17 23:13:41.702,184.0,False,False,20,False,
622,SJ096,4,19,20260418,2026-04-18 10:29:41.702,2026-04-18 13:45:41.702,196.0,False,False,10,False,
623,SJ097,3,7,20260420,2026-04-20 02:37:41.702,2026-04-20 05:27:41.702,170.0,False,True,2,False,
624,SJ098,3,25,20260420,2026-04-20 03:02:41.702,2026-04-20 03:37:41.702,35.0,False,True,3,False,
625,SJ099,4,26,20260419,2026-04-19 22:14:41.702,2026-04-20 00:34:41.702,140.0,True,True,22,False,
626,SJ100,3,26,20260418,2026-04-18 03:28:41.702,2026-04-18 06:50:41.702,202.0,False,True,3,False,
627,SJ101,3,13,20260418,2026-04-18 05:17:41.702,2026-04-18 06:57:41.702,100.0,False,False,5,False,
628,SJ102,3,28,20260418,2026-04-18 17:26:41.702,2026-04-18 18:58:41.702,92.0,False,False,17,False,
629,SJ103,3,26,20260419,2026-04-19 05:16:41.702,2026-04-19 08:56:41.702,220.0,False,False,5,False,
630,SJ104,3,24,20260418,2026-04-18 10:00:41.702,2026-04-18 11:00:42.000,60.0,False,False,10,False,
631,SJ105,3,9,20260418,2026-04-18 19:22:41.702,2026-04-18 22:48:41.702,206.0,False,False,19,False,
632,SJ106,3,13,20260419,2026-04-19 07:16:41.702,2026-04-19 09:40:41.702,144.0,False,False,7,False,
633,SJ107,3,10,20260419,2026-04-19 14:10:41.702,2026-04-19 18:38:41.702,268.0,False,False,14,False,
634,SJ108,3,4,20260420,2026-04-20 00:40:41.702,2026-04-20 03:16:41.702,156.0,False,True,0,False,
635,SJ109,3,8,20260419,2026-04-19 17:24:41.702,2026-04-19 20:28:41.702,184.0,False,False,17,False,
636,SJ110,3,13,20260419,2026-04-19 01:47:41.702,2026-04-19 02:20:41.702,33.0,False,True,1,False,
637,SJ111,3,20,20260418,2026-04-18 11:47:41.702,2026-04-18 12:59:41.702,72.0,False,False,11,False,
638,SJ112,3,24,20260420,2026-04-20 22:20:41.702,2026-04-21 00:40:41.702,140.0,True,True,22,False,
639,SJ113,3,1,20260418,2026-04-18 08:10:41.702,2026-04-18 10:10:42.000,120.0,False,False,8,False,
640,SJ114,3,24,20260419,2026-04-19 22:42:41.702,2026-04-20 02:02:41.702,200.0,True,True,22,False,
641,SJ115,3,9,20260417,2026-04-17 21:05:41.702,2026-04-17 23:10:41.702,125.0,False,False,21,False,
642,SJ116,3,23,20260420,2026-04-20 17:33:41.702,2026-04-20 19:02:41.702,89.0,False,False,17,False,
643,SJ117,3,26,20260420,2026-04-20 13:10:41.702,2026-04-20 17:06:41.702,236.0,False,False,13,False,
644,SJ118,3,17,20260419,2026-04-19 01:08:41.702,2026-04-19 02:33:41.702,85.0,False,True,1,False,
645,SJ119,3,7,20260419,2026-04-19 08:53:41.702,2026-04-19 11:29:41.702,156.0,False,False,8,False,
646,SJ120,3,26,20260417,2026-04-17 21:19:41.702,2026-04-18 00:56:41.702,217.0,True,False,21,False,
647,SJ121,3,13,20260419,2026-04-19 05:32:41.702,2026-04-19 06:47:41.702,75.0,False,False,5,False,
648,SJ122,3,12,20260419,2026-04-19 05:22:41.702,2026-04-19 10:09:41.702,287.0,False,False,5,False,
649,SJ123,3,7,20260418,2026-04-18 03:57:41.702,2026-04-18 05:25:41.702,88.0,False,True,3,False,
650,SJ124,3,24,20260417,2026-04-17 21:05:41.702,2026-04-18 01:12:41.702,247.0,True,False,21,False,
651,SJ125,3,16,20260418,2026-04-18 14:21:41.702,2026-04-18 16:55:41.702,154.0,False,False,14,False,
652,SJ126,3,16,20260418,2026-04-18 13:47:41.702,2026-04-18 16:31:41.702,164.0,False,False,13,False,
653,SJ127,3,8,20260420,2026-04-20 01:21:41.702,2026-04-20 03:58:41.702,157.0,False,True,1,False,
654,SJ128,3,11,20260418,2026-04-18 07:39:41.702,2026-04-18 10:42:41.702,183.0,False,False,7,False,
655,SJ129,3,12,20260418,2026-04-18 01:48:41.702,2026-04-18 05:48:41.702,240.0,False,True,1,False,
656,SJ130,3,8,20260419,2026-04-19 16:53:41.702,2026-04-19 20:53:41.702,240.0,False,False,16,False,
657,SJ131,3,30,20260419,2026-04-19 15:00:41.702,2026-04-19 16:07:41.702,67.0,False,False,15,False,
658,SJ132,3,29,20260418,2026-04-18 14:44:41.702,2026-04-18 15:36:41.702,52.0,False,False,14,False,
659,SJ133,3,7,20260418,2026-04-18 18:50:41.702,2026-04-18 21:29:41.702,159.0,False,False,18,False,
660,SJ134,3,7,20260419,2026-04-19 19:58:41.702,2026-04-20 00:15:41.702,257.0,True,False,19,False,
661,SJ135,3,28,20260418,2026-04-18 16:03:41.702,2026-04-18 19:48:41.702,225.0,False,False,16,False,
662,SJ136,3,21,20260419,2026-04-19 05:45:41.702,2026-04-19 08:04:41.702,139.0,False,False,5,False,
663,SJ137,3,13,20260418,2026-04-18 06:08:41.702,2026-04-18 10:14:41.702,246.0,False,False,6,False,
664,SJ138,4,1,20260420,2026-04-20 05:55:41.702,2026-04-20 06:43:41.702,48.0,False,False,5,False,
665,SJ139,3,16,20260419,2026-04-19 02:20:41.702,2026-04-19 06:02:41.702,222.0,False,True,2,False,
666,SJ140,4,24,20260418,2026-04-18 10:42:41.702,2026-04-18 14:30:41.702,228.0,False,False,10,False,
667,SJ141,3,13,20260420,2026-04-20 10:00:41.702,2026-04-20 13:37:41.702,217.0,False,False,10,False,
668,SJ142,3,12,20260420,2026-04-20 15:14:41.702,2026-04-20 16:56:41.702,102.0,False,False,15,False,
669,SJ143,3,17,20260419,2026-04-19 02:55:41.702,2026-04-19 03:52:41.702,57.0,False,True,2,False,
670,SJ144,3,1,20260418,2026-04-18 15:35:41.702,2026-04-18 19:12:41.702,217.0,False,False,15,False,
671,SJ145,3,4,20260417,2026-04-17 17:41:41.702,2026-04-17 20:38:41.702,177.0,False,False,17,False,
672,SJ146,3,21,20260419,2026-04-19 22:37:41.702,2026-04-20 00:33:41.702,116.0,True,True,22,False,
673,SJ147,3,2,20260419,2026-04-19 04:30:41.702,2026-04-19 08:52:41.702,262.0,False,True,4,False,
674,SJ148,3,16,20260419,2026-04-19 09:51:41.702,2026-04-19 13:41:41.702,230.0,False,False,9,False,
675,SJ149,3,25,20260420,2026-04-20 21:20:41.702,2026-04-20 23:20:42.000,120.0,False,False,21,False,
676,SJ150,3,9,20260420,2026-04-20 15:33:41.702,2026-04-20 19:03:41.702,210.0,False,False,15,False,
677,SJ151,3,7,20260418,2026-04-18 17:44:41.702,2026-04-18 19:16:41.702,92.0,False,False,17,False,
678,SJ152,3,8,20260418,2026-04-18 12:09:41.702,2026-04-18 13:50:41.702,101.0,False,False,12,False,
679,SJ153,3,18,20260420,2026-04-20 20:37:41.702,2026-04-20 22:00:41.702,83.0,False,False,20,False,
680,SJ154,3,4,20260420,2026-04-20 14:47:41.702,2026-04-20 16:26:41.702,99.0,False,False,14,False,
681,SJ155,3,18,20260420,2026-04-20 00:38:41.702,2026-04-20 05:38:41.702,300.0,False,True,0,False,
682,SJ156,3,8,20260418,2026-04-18 06:59:41.703,2026-04-18 07:34:41.703,35.0,False,False,6,False,
683,SJ157,3,19,20260417,2026-04-17 22:11:41.703,2026-04-18 01:05:41.703,174.0,True,True,22,False,
684,SJ158,3,19,20260420,2026-04-20 23:05:41.703,2026-04-21 01:24:41.703,139.0,True,True,23,False,
685,SJ159,3,13,20260418,2026-04-18 12:22:41.703,2026-04-18 14:05:41.703,103.0,False,False,12,False,
686,SJ160,3,26,20260420,2026-04-20 19:45:41.703,2026-04-20 20:30:41.703,45.0,False,False,19,False,
687,SJ161,3,26,20260419,2026-04-19 16:22:41.703,2026-04-19 17:04:41.703,42.0,False,False,16,False,
688,SJ162,3,19,20260419,2026-04-19 20:11:41.703,2026-04-19 22:30:41.703,139.0,False,False,20,False,
689,SJ163,3,19,20260419,2026-04-19 18:32:41.703,2026-04-19 23:08:41.703,276.0,False,False,18,False,
690,SJ164,3,15,20260418,2026-04-18 13:14:41.703,2026-04-18 15:14:42.000,120.0,False,False,13,False,
691,SJ165,3,12,20260418,2026-04-18 20:08:41.703,2026-04-18 23:18:41.703,190.0,False,False,20,False,
692,SJ166,3,14,20260419,2026-04-19 12:51:41.703,2026-04-19 16:18:41.703,207.0,False,False,12,False,
693,SJ167,3,28,20260420,2026-04-20 13:18:41.703,2026-04-20 14:12:41.703,54.0,False,False,13,False,
694,SJ168,3,12,20260419,2026-04-19 08:17:41.703,2026-04-19 12:29:41.703,252.0,False,False,8,False,
695,SJ169,3,10,20260420,2026-04-20 03:10:41.703,2026-04-20 07:56:41.703,286.0,False,True,3,False,
696,SJ170,3,1,20260419,2026-04-19 10:11:41.703,2026-04-19 11:56:41.703,105.0,False,False,10,False,
697,SJ171,3,19,20260418,2026-04-18 20:52:41.703,2026-04-18 23:52:41.703,180.0,False,False,20,False,
698,SJ172,3,13,20260420,2026-04-20 21:58:41.703,2026-04-21 01:14:41.703,196.0,True,False,21,False,
699,SJ173,3,14,20260419,2026-04-19 14:27:41.703,2026-04-19 16:09:41.703,102.0,False,False,14,False,
700,SJ174,3,13,20260419,2026-04-19 04:09:41.703,2026-04-19 05:04:41.703,55.0,False,True,4,False,
701,SJ175,3,26,20260419,2026-04-19 12:46:41.703,2026-04-19 16:50:41.703,244.0,False,False,12,False,
702,SJ176,3,17,20260418,2026-04-18 04:15:41.703,2026-04-18 06:17:41.703,122.0,False,True,4,False,
703,SJ177,3,7,20260417,2026-04-17 13:04:41.703,2026-04-17 17:37:41.703,273.0,False,False,13,False,
704,SJ178,3,9,20260419,2026-04-19 09:58:41.703,2026-04-19 12:27:41.703,149.0,False,False,9,False,
705,SJ179,3,19,20260420,2026-04-20 20:09:41.703,2026-04-20 23:39:41.703,210.0,False,False,20,False,
706,SJ180,3,23,20260417,2026-04-17 17:12:41.703,2026-04-17 22:00:41.703,288.0,False,False,17,False,
707,SJ181,3,6,20260419,2026-04-19 00:20:41.703,2026-04-19 01:49:41.703,89.0,False,True,0,False,
708,SJ182,3,12,20260419,2026-04-19 16:48:41.703,2026-04-19 17:36:41.703,48.0,False,False,16,False,
709,SJ183,3,13,20260418,2026-04-18 17:44:41.703,2026-04-18 19:40:41.703,116.0,False,False,17,False,
710,SJ184,3,13,20260417,2026-04-17 16:32:41.703,2026-04-17 21:00:41.703,268.0,False,False,16,False,
711,SJ185,3,7,20260420,2026-04-20 14:21:41.703,2026-04-20 15:21:41.703,60.0,False,False,14,False,
712,SJ186,3,13,20260420,2026-04-20 05:11:41.703,2026-04-20 07:22:41.703,131.0,False,False,5,False,
713,SJ187,3,26,20260419,2026-04-19 14:07:41.703,2026-04-19 17:30:41.703,203.0,False,False,14,False,
714,SJ188,3,1,20260418,2026-04-18 22:15:41.703,2026-04-18 22:55:41.703,40.0,False,True,22,False,
715,SJ189,3,21,20260418,2026-04-18 17:05:41.703,2026-04-18 22:01:41.703,296.0,False,False,17,False,
716,SJ190,3,7,20260418,2026-04-18 04:57:41.703,2026-04-18 09:25:41.703,268.0,False,True,4,False,
717,SJ191,3,1,20260420,2026-04-20 03:01:41.703,2026-04-20 04:23:41.703,82.0,False,True,3,False,
718,SJ192,3,22,20260419,2026-04-19 18:45:42.000,2026-04-19 23:45:42.000,300.0,False,False,18,True,arrival_rolled_forward_one_day
719,SJ193,3,13,20260419,2026-04-19 09:37:41.703,2026-04-19 12:16:41.703,159.0,False,False,9,False,
720,SJ194,3,13,20260419,2026-04-19 22:46:41.703,2026-04-20 02:31:41.703,225.0,True,True,22,False,
721,SJ195,3,7,20260418,2026-04-18 20:41:41.703,2026-04-18 23:54:41.703,193.0,False,False,20,False,
722,SJ196,3,19,20260420,2026-04-20 14:58:41.703,2026-04-20 17:44:41.703,166.0,False,False,14,False,
723,SJ197,3,21,20260417,2026-04-17 14:49:41.703,2026-04-17 17:33:41.703,164.0,False,False,14,False,
724,SJ198,3,12,20260420,2026-04-20 00:47:41.703,2026-04-20 05:28:41.703,281.0,False,True,0,False,
725,SJ199,3,22,20260419,2026-04-19 11:29:41.703,2026-04-19 13:59:41.703,150.0,False,False,11,False,
726,SJ200,3,8,20260418,2026-04-18 23:24:41.703,2026-04-19 02:11:41.703,167.0,True,True,23,False,
