booking_sk,booking_id,flight_sk,passenger_sk,status_key,booking_date_key,seat_number
856,B1855,6,PSG_26484655789521fe,4,20260104,3D
857,B1856,999,PSG_1b633c2db0881f94,4,20250504,4E
858,B1857,336,PSG_f33f770694dead37,4,20260307,17E
859,B1858,8,PSG_d6e6dc9280dab1f8,5,20251125,10B
860,B1859,466,PSG_2b635da4c2c1f071,4,20251111,7B
861,B1860,816,PSG_ad5180c71d851149,5,20250801,3A
862,B1861,396,PSG_d2506808cb35ab5a,2,20251015,25E
863,B1862,360,PSG_d975c3a016e556ed,4,20251005,21A
864,B1863,792,PSG_224b52f5189d38d2,2,20260212,22C
865,B1864,851,PSG_581b4cd15d8c2442,1,20250927,22C
866,B1865,535,PSG_63435f0bffb0f8d6,1,20250728,15E
867,B1866,951,PSG_c2829255fd5b1448,2,20260128,7A
868,B1867,791,PSG_341f489540bc9870,2,20251123,13D
869,B1868,585,PSG_36dc59512804c8d3,1,20260410,29E
870,B1869,881,PSG_516e00fb73dc7153,2,20260204,19C
871,B1870,45,PSG_608b9554fa432e18,1,20250425,5D
872,B1871,415,PSG_140ee978484a5bed,1,20251004,23E
873,B1872,515,PSG_8f2b5ed721c839b0,4,20250709,26E
874,B1873,264,PSG_6dbfb9ae21967601,2,20250425,11B
875,B1874,108,PSG_922926a356a15f6b,2,20260126,16E
876,B1875,69,PSG_a18091875c24eb75,4,20250617,17D
877,B1876,72,PSG_08a6ecfd046a96a9,1,20250614,18F
878,B1877,96,PSG_6248aa1b8ffbc165,2,20251109,33F
879,B1878,759,PSG_99fe84bbf4f05093,4,20251231,31D
880,B1879,474,PSG_8a596134df58240c,4,20251203,9E
881,B1880,920,PSG_31b6eb032ca8fb15,2,20260308,2E
882,B1881,812,PSG_c86b2d1270e4ab76,4,20250826,8E
883,B1882,216,PSG_e890e8b71d6b686b,1,20251017,18B
884,B1883,485,PSG_8fa4e6fd8fac1983,4,20251117,5B
885,B1884,798,PSG_86c04e76a53c22a0,1,20250831,31D
886,B1885,826,PSG_b4447e028d03d5ca,1,20250810,11B
887,B1886,130,PSG_5590fc1b689b6a9b,3,20260212,9D
888,B1887,247,PSG_ee1f38e4c979640a,4,20260309,23F
889,B1888,159,PSG_3428b2f00ea4c443,1,20251225,25C
890,B1889,859,PSG_e486e0c5f66b74bc,1,20260224,22C
891,B1890,102,PSG_a29b9aace2de6158,4,20250830,12E
892,B1891,959,PSG_950561808e25aca0,1,20260126,18D
893,B1892,32,PSG_f29385d5d4b9f8d2,4,20250824,17F
894,B1893,186,PSG_1f4eb97872afffb0,2,20250802,19A
895,B1894,106,PSG_b93b49454f690783,1,20260224,4F
896,B1895,292,PSG_a389abe8a7cf308f,1,20251005,14E
897,B1896,428,PSG_89d992f3de41e1f7,4,20251130,11F
898,B1897,54,PSG_0aaa3006d182145e,4,20251101,26F
899,B1898,458,PSG_f3a60c8cabba7a4c,4,20251003,10D
900,B1899,650,PSG_130fb60cd23c924a,4,20250928,4B
901,B1900,749,PSG_1853027b7c78d483,1,20251006,11C
902,B1901,876,PSG_c3cc2f73c0654b9d,2,20250425,21A
903,B1902,683,PSG_3a5da39806f09743,2,20260208,14F
904,B1903,242,PSG_7522b96f336f7d31,2,20251106,9B
905,B1904,986,PSG_613a164920f3d260,2,20250701,8B
906,B1905,646,PSG_cf829a3fce5b0599,4,20260213,24B
907,B1906,306,PSG_c9156bb5f8892855,1,20250811,22B
908,B1907,147,PSG_0780df8c368d64e5,1,20260114,1B
909,B1908,755,PSG_0781efc26bf2c900,1,20250809,23B
910,B1909,501,PSG_a59daad3d88cce5e,4,20251114,31B
911,B1910,935,PSG_4b4d5b609fc96225,1,20250610,5C
912,B1911,337,PSG_7220f5eb33042e2d,4,20250529,27C
913,B1912,205,PSG_841e7209a2992581,1,20250909,19D
914,B1913,395,PSG_0feab23ffe94d7c8,2,20250524,27B
915,B1914,887,PSG_4e8947d0b96fe2e7,4,20251019,20A
916,B1915,502,PSG_930f560f643e86e8,1,20250603,18B
917,B1916,384,PSG_b12847102acec1fe,2,20251030,7D
918,B1917,953,PSG_8fa4e6fd8fac1983,3,20250803,27A
919,B1918,953,PSG_4c0e8b6133b7327f,2,20251007,2B
920,B1919,80,PSG_a66a4d2b6c18800c,4,20260317,7C
921,B1920,621,PSG_a8df2f386d990a57,4,20250511,14A
922,B1921,641,PSG_0d4b07dafa68894e,1,20250424,21F
923,B1922,413,PSG_e310fc9f01959cd9,2,20250514,7D
924,B1923,942,PSG_804da4c94803235f,1,20251128,33F
925,B1924,567,PSG_a59daad3d88cce5e,1,20250504,27D
926,B1925,944,PSG_31157ad3cee331ed,2,20250420,7D
927,B1926,352,PSG_fb80482917dff513,1,20251127,18F
928,B1927,433,PSG_20a750d5f688ecfc,4,20260128,27D
929,B1928,563,PSG_d5949b19e7cfe022,1,20260123,6F
930,B1929,563,PSG_8bd624c7e031641e,2,20251105,6A
931,B1930,853,PSG_404c38145bf89156,4,20251216,3B
932,B1931,557,PSG_b00c31925371f945,4,20250926,16C
933,B1932,470,PSG_f8edf4471ee668ee,1,20251228,4B
934,B1933,82,PSG_7cb7260bbe6e3eb2,1,20250528,7B
935,B1934,990,PSG_d6e6dc9280dab1f8,4,20260412,9F
936,B1935,787,PSG_35092ec113702b4a,1,20260413,6C
937,B1936,706,PSG_ce3a9b7e0fd02bf6,2,20260111,14D
938,B1937,267,PSG_31b6eb032ca8fb15,1,20260219,16E
939,B1938,978,PSG_e17de473247afa11,1,20260407,19B
940,B1939,738,PSG_72edf57df46c608a,4,20250722,22B
941,B1940,825,PSG_0aaaa6fc436f73e3,1,20250625,17C
942,B1941,1003,PSG_6c0ad61eab2cf224,1,20250613,19D
943,B1942,416,PSG_ef83d0b1eee9a4e2,1,20250718,23D
944,B1943,561,PSG_4590d7acdf0b3815,2,20260313,7E
945,B1944,710,PSG_978949e6ae197cde,1,20250720,10B
946,B1945,207,PSG_b0a83fc14300474b,2,20251103,24A
947,B1946,917,PSG_1fa86c83c299735b,2,20260330,15A
948,B1947,397,PSG_df2b7c74af48fcf1,2,20251022,1A
949,B1948,671,PSG_fa8aa99dadef34d4,2,20250519,10A
950,B1949,40,PSG_144964ef07138bad,4,20250516,15B
951,B1950,822,PSG_7220f5eb33042e2d,2,20250615,21B
952,B1951,822,PSG_905c226ad398704d,1,20260318,3F
953,B1952,358,PSG_7ee3cb94c0fb0234,2,20251018,2C
954,B1953,423,PSG_03065fe623975d49,1,20250524,19A
955,B1954,766,PSG_16f362a596dcf148,2,20251106,2A
956,B1955,483,PSG_6e68557d9e41e1f0,4,20250914,22B
957,B1956,335,PSG_41d7d7d83c5bb81e,2,20250921,3B
958,B1957,93,PSG_a350d8cdba959d3b,2,20250607,32E
959,B1958,389,PSG_88948df9474faa3a,4,20250428,29C
960,B1959,443,PSG_852f6a70f833976b,2,20251219,23D
961,B1960,183,PSG_151a1561b2526b92,1,20260130,27E
962,B1961,200,PSG_d5a48978bd90bb9d,2,20250715,28A
963,B1962,603,PSG_583a655f9c3989ef,2,20251223,18C
964,B1963,803,PSG_8bd624c7e031641e,2,20260224,27F
965,B1964,758,PSG_b96633293f1cd6a7,4,20250521,18B
966,B1965,90,PSG_b546889913068c44,2,20260129,20D
967,B1966,775,PSG_8e184e0dc06822b8,2,20251106,12B
968,B1967,425,PSG_c3d400bce98a9a1a,1,20250703,22C
969,B1968,89,PSG_68a9fe92d59c366a,2,20251011,2D
970,B1969,218,PSG_5ff5e37a55973e33,2,20260408,29A
971,B1970,241,PSG_822b943ea0db2b24,2,20251126,12B
972,B1971,116,PSG_e9cb44f8093ae1f5,2,20250820,2B
973,B1972,972,PSG_6248aa1b8ffbc165,1,20250418,19B
974,B1973,559,PSG_62e47497072bce73,1,20250428,8C
975,B1974,481,PSG_d3ae6c243403a2fc,4,20250803,15B
976,B1975,921,PSG_cf829a3fce5b0599,5,20250826,20E
977,B1976,500,PSG_e10923053029577f,4,20250827,16F
978,B1977,778,PSG_4670e3d823bb9d3f,4,20260101,4A
979,B1978,606,PSG_5f320626f0cee837,2,20251207,12C
980,B1979,618,PSG_a7c57607f46a45de,1,20251202,1F
981,B1980,581,PSG_181664944f836249,1,20251204,15A
982,B1981,510,PSG_626e7eb0c910134e,2,20250517,19D
983,B1982,162,PSG_da24c296e857b990,5,20250617,7A
984,B1983,874,PSG_da8d2227bf0e70c0,5,20250628,27A
985,B1984,198,PSG_854330fe4ce0a477,2,20250425,27F
986,B1985,239,PSG_e1d0046ae5620b99,2,20250928,31F
987,B1986,703,PSG_32c484753c1ce814,2,20251007,13F
988,B1987,44,PSG_4bdc85806f98bbf7,1,20260312,19F
989,B1988,248,PSG_ed36baac06ff9f70,4,20260217,13A
990,B1989,2,PSG_3b784b2850ddb285,5,20251210,16F
991,B1990,723,PSG_e99de47c92f9ce3d,2,20260331,14B
992,B1991,864,PSG_d669610938ec1d61,1,20260114,22E
993,B1992,215,PSG_156253c626fc9b9a,2,20250425,25C
994,B1993,364,PSG_a4834931c560888d,1,20260311,5B
995,B1994,863,PSG_252862fff1fd7964,2,20260331,21D
996,B1995,531,PSG_8d74a8beaec74772,1,20251120,11C
997,B1996,879,PSG_68a342c0b41941a3,1,20250808,27E
998,B1997,223,PSG_ea88f2e97a8d805b,4,20250503,27B
999,B1998,11,PSG_575a190a4a72af70,2,20251023,14C
1000,B1999,897,PSG_d9a9802ee9a4b19f,3,20250808,12B
